nim,limit_score,turunan_score,aplikasi_turunan_score,integral_tentu_score,teknik_integrasi_score,integral_lipat_score,total_score,jumlah_benar,jumlah_salah,waktu_detik,mudah_score,sedang_score,sulit_score,konsistensi_score,attempt_ke,level_quiz,label_kelompok,cluster,cluster_label
202300371,32.0,43.2,41.6,51.6,36.5,58.8,43.9,9,11,951,37.6,46.6,47.6,9.83,2,Sulit,Beginner,1,Beginner
202300372,41.0,48.8,34.2,50.9,39.7,19.4,39.0,8,12,1290,44.9,42.6,29.6,11.4,3,Sedang,Beginner,1,Beginner
202300373,43.8,40.4,37.2,36.8,48.6,34.0,40.1,8,12,1292,42.1,37.0,41.3,5.34,2,Mudah,Beginner,1,Beginner
202300374,74.6,71.3,68.3,80.1,68.5,71.7,72.4,14,6,1174,72.9,74.2,70.1,4.42,1,Mudah,Intermediate,0,Intermediate
202300375,46.4,30.5,42.6,33.6,30.6,22.5,34.4,7,13,902,38.4,38.1,26.6,8.75,3,Mudah,Beginner,1,Beginner
202300376,31.7,54.0,32.5,41.1,47.7,37.7,40.8,8,12,1049,42.8,36.8,42.7,8.75,2,Mudah,Beginner,1,Beginner
202300377,90.9,66.5,83.5,87.5,74.9,89.9,82.2,16,4,865,78.7,85.5,82.4,9.64,1,Sulit,Advanced,0,Intermediate
202300378,50.3,39.3,21.0,57.5,40.5,35.1,40.6,8,12,1459,44.8,39.2,37.8,12.62,2,Sedang,Beginner,1,Beginner
202300379,83.1,85.6,78.3,87.1,85.3,87.7,84.5,17,3,766,84.4,82.7,86.5,3.44,1,Sulit,Advanced,0,Intermediate
202300380,37.3,51.8,44.9,4.1,43.8,38.8,36.8,7,13,1359,44.6,24.5,41.3,16.81,3,Sedang,Beginner,1,Beginner
202300381,18.1,21.7,27.3,39.0,35.3,34.6,29.3,6,14,955,19.9,33.2,35.0,8.31,2,Mudah,Beginner,1,Beginner
202300382,61.5,45.1,52.5,61.9,69.0,57.2,57.9,12,8,908,53.3,57.2,63.1,8.31,3,Mudah,Intermediate,0,Intermediate
202300383,35.5,77.7,62.5,73.0,64.9,62.6,62.7,13,7,739,56.6,67.8,63.8,14.67,3,Mudah,Intermediate,0,Intermediate
202300384,70.5,84.7,65.8,78.2,81.9,73.0,75.7,15,5,507,77.6,72.0,77.4,7.18,1,Sedang,Advanced,0,Intermediate
202300385,80.3,49.5,40.5,64.8,57.5,70.1,60.5,12,8,1086,64.9,52.6,63.8,14.37,1,Sedang,Intermediate,0,Intermediate
202300386,95.3,78.9,77.6,82.3,100.0,75.8,85.0,17,3,485,87.1,79.9,87.9,10.15,1,Mudah,Advanced,0,Intermediate
202300387,39.7,50.0,47.8,35.6,25.8,22.8,37.0,7,13,1181,44.8,41.7,24.3,11.15,2,Mudah,Beginner,1,Beginner
202300388,48.4,34.9,39.5,42.9,18.6,47.4,38.6,8,12,1463,41.6,41.2,33.0,11.01,2,Mudah,Beginner,1,Beginner
202300389,38.6,75.9,52.8,42.3,61.7,40.4,52.0,10,10,711,57.2,47.6,51.0,14.66,1,Sedang,Intermediate,1,Beginner
202300390,100.0,83.8,65.0,86.4,93.8,86.6,85.9,17,3,889,91.9,75.7,90.2,11.86,1,Sedang,Advanced,0,Intermediate
202300391,93.9,70.1,82.2,79.8,79.4,87.6,82.2,16,4,897,82.0,81.0,83.5,8.08,1,Sedang,Advanced,0,Intermediate
202300392,73.5,65.5,57.4,59.8,46.9,65.6,61.4,12,8,933,69.5,58.6,56.2,9.05,4,Sedang,Intermediate,0,Intermediate
202300393,44.6,42.2,39.4,28.7,26.8,34.9,36.1,7,13,1002,43.4,34.0,30.8,7.25,1,Sulit,Beginner,1,Beginner
202300394,61.9,61.9,63.2,49.9,50.0,46.9,55.6,11,9,790,61.9,56.6,48.4,7.44,3,Mudah,Intermediate,0,Intermediate
202300395,31.4,54.7,25.5,42.0,58.8,37.1,41.6,8,12,1155,43.0,33.8,48.0,13.05,4,Mudah,Beginner,1,Beginner
202300396,73.8,76.3,72.2,85.1,63.5,73.7,74.1,15,5,568,75.0,78.6,68.6,6.96,1,Sulit,Advanced,0,Intermediate
202300397,70.3,93.2,91.5,89.7,82.5,97.1,87.4,17,3,555,81.8,90.6,89.8,9.66,2,Sulit,Advanced,0,Intermediate
202300398,76.8,57.5,72.1,58.3,58.6,63.8,64.5,13,7,1183,67.2,65.2,61.2,8.15,1,Sulit,Intermediate,0,Intermediate
202300399,50.9,74.8,53.2,51.9,64.7,72.9,61.4,12,8,692,62.8,52.6,68.8,10.87,2,Sedang,Intermediate,0,Intermediate
202300400,66.5,66.3,71.4,63.2,47.7,54.2,61.6,12,8,1040,66.4,67.3,51.0,8.86,1,Sedang,Intermediate,0,Intermediate
202300401,30.8,28.2,41.0,42.6,38.3,51.8,38.8,8,12,900,29.5,41.8,45.0,8.54,2,Mudah,Beginner,1,Beginner
202300402,79.0,85.0,100.0,80.5,90.5,91.8,87.8,18,2,706,82.0,90.2,91.2,7.88,1,Sulit,Advanced,0,Intermediate
202300403,49.2,58.6,67.1,66.6,58.4,56.7,59.4,12,8,1150,53.9,66.8,57.6,6.69,2,Mudah,Intermediate,0,Intermediate
202300404,82.2,83.6,90.1,72.4,81.6,86.3,82.7,17,3,558,82.9,81.2,83.9,5.93,1,Sedang,Advanced,0,Intermediate
202300405,34.4,32.3,11.5,21.1,24.5,22.9,24.4,5,15,1011,33.3,16.3,23.7,8.27,1,Mudah,Beginner,1,Beginner
202300406,86.8,85.3,73.4,77.5,85.8,72.5,80.2,16,4,733,86.0,75.4,79.2,6.54,1,Sulit,Advanced,0,Intermediate
202300407,52.8,39.7,40.5,28.7,43.0,32.9,39.6,8,12,1328,46.2,34.6,38.0,8.37,1,Mudah,Beginner,1,Beginner
202300408,34.3,45.1,43.2,28.3,31.2,24.3,34.4,7,13,1313,39.7,35.8,27.8,8.26,1,Sedang,Beginner,1,Beginner
202300409,87.4,77.5,93.1,71.3,89.1,100.0,86.4,17,3,573,82.4,82.2,94.6,10.44,1,Sulit,Advanced,0,Intermediate
202300410,38.7,37.9,26.5,32.3,58.2,48.0,40.3,8,12,1051,38.3,29.4,53.1,11.34,1,Mudah,Beginner,1,Beginner
202300411,27.9,49.0,42.4,11.9,38.7,37.3,34.5,7,13,1474,38.4,27.2,38.0,13.06,1,Mudah,Beginner,1,Beginner
202300412,88.2,81.4,90.7,70.8,78.3,78.1,81.2,16,4,863,84.8,80.8,78.2,7.29,2,Sulit,Advanced,0,Intermediate
202300413,71.9,81.0,80.7,78.0,76.0,88.8,79.4,16,4,640,76.4,79.4,82.4,5.7,1,Sulit,Advanced,0,Intermediate
202300414,67.4,61.9,85.6,47.4,65.1,46.6,62.3,12,8,1108,64.6,66.5,55.8,14.46,2,Sedang,Intermediate,0,Intermediate
202300415,73.0,62.3,83.5,67.8,68.8,41.1,66.1,13,7,871,67.6,75.6,55.0,14.14,1,Sedang,Intermediate,0,Intermediate
202300416,61.4,59.2,48.5,66.5,58.4,50.1,57.4,11,9,855,60.3,57.5,54.2,6.86,3,Sedang,Intermediate,0,Intermediate
202300417,55.3,46.0,41.5,21.6,23.4,50.4,39.7,8,12,994,50.6,31.6,36.9,14.1,2,Sulit,Beginner,1,Beginner
202300418,35.2,29.7,40.3,34.5,47.1,43.7,38.4,8,12,1156,32.4,37.4,45.4,6.46,2,Sedang,Beginner,1,Beginner
202300419,69.3,63.9,75.8,73.8,51.6,80.4,69.1,14,6,922,66.6,74.8,66.0,10.28,2,Mudah,Intermediate,0,Intermediate
202300420,59.8,72.0,53.5,60.3,65.9,61.3,62.1,12,8,614,65.9,56.9,63.6,6.25,1,Sedang,Intermediate,0,Intermediate
202300421,60.7,63.1,70.3,75.5,64.0,58.8,65.4,13,7,866,61.9,72.9,61.4,6.31,2,Sulit,Intermediate,0,Intermediate
202300422,88.9,62.7,65.5,63.5,74.6,59.8,69.2,14,6,1069,75.8,64.5,67.2,10.9,1,Mudah,Intermediate,0,Intermediate
202300423,21.5,42.5,15.7,43.7,52.1,35.8,35.2,7,13,1308,32.0,29.7,44.0,14.0,4,Sulit,Beginner,1,Beginner
202300424,87.4,61.1,75.8,64.0,54.2,36.2,63.1,13,7,981,74.2,69.9,45.2,17.66,1,Sulit,Intermediate,0,Intermediate
202300425,50.4,39.3,33.5,18.4,60.2,46.6,41.4,8,12,1446,44.8,26.0,53.4,14.54,2,Mudah,Beginner,1,Beginner
202300426,64.9,52.5,54.5,65.7,67.0,59.4,60.7,12,8,611,58.7,60.1,63.2,6.16,2,Sulit,Intermediate,0,Intermediate
202300427,81.1,66.8,72.3,68.5,71.3,61.8,70.3,14,6,934,73.9,70.4,66.6,6.47,1,Sedang,Intermediate,0,Intermediate
202300428,79.7,87.6,100.0,80.0,76.6,75.3,83.2,17,3,798,83.6,90.0,75.9,9.27,2,Sulit,Advanced,0,Intermediate
202300429,24.9,32.2,40.2,42.0,48.3,54.0,40.3,8,12,1225,28.6,41.1,51.2,10.56,2,Mudah,Beginner,1,Beginner
202300430,22.5,47.1,44.9,22.7,42.7,40.0,36.6,7,13,1094,34.8,33.8,41.4,11.13,3,Mudah,Beginner,1,Beginner
202300431,30.5,20.2,32.9,60.8,19.4,47.1,35.2,7,13,982,25.4,46.8,33.2,16.12,1,Sedang,Beginner,1,Beginner
202300432,47.6,70.3,44.6,63.9,70.3,63.6,60.0,12,8,1133,59.0,54.2,67.0,11.24,3,Sulit,Intermediate,0,Intermediate
202300433,72.0,76.5,68.0,69.5,51.8,55.6,65.6,13,7,882,74.2,68.8,53.7,9.71,2,Mudah,Intermediate,0,Intermediate
202300434,31.8,30.6,51.8,28.1,20.8,54.2,36.2,7,13,1427,31.2,40.0,37.5,13.57,1,Mudah,Beginner,1,Beginner
202300435,32.0,35.4,41.3,49.5,22.6,14.0,32.5,6,14,1252,33.7,45.4,18.3,12.77,1,Mudah,Beginner,1,Beginner
202300436,74.6,62.2,50.5,72.1,52.6,55.5,61.2,12,8,1005,68.4,61.3,54.0,10.2,1,Sedang,Intermediate,0,Intermediate
202300437,33.9,27.0,58.3,28.7,50.1,29.7,37.9,8,12,1383,30.4,43.5,39.9,13.05,4,Mudah,Beginner,1,Beginner
202300438,86.3,88.0,82.1,86.0,83.8,95.5,87.0,17,3,736,87.2,84.0,89.6,4.67,1,Sedang,Advanced,0,Intermediate
202300439,55.5,57.5,69.2,62.9,67.5,64.3,62.8,13,7,839,56.5,66.0,65.9,5.42,2,Sedang,Intermediate,0,Intermediate
202300440,24.7,53.3,60.7,42.6,35.8,36.4,42.2,8,12,1208,39.0,51.6,36.1,13.01,1,Mudah,Beginner,1,Beginner
202300441,28.4,32.3,29.8,19.5,38.0,48.1,32.7,7,13,1382,30.4,24.6,43.0,9.66,2,Mudah,Beginner,1,Beginner
202300442,88.0,79.9,88.7,83.9,81.4,91.3,85.5,17,3,599,84.0,86.3,86.4,4.49,1,Mudah,Advanced,0,Intermediate
202300443,49.5,34.9,28.2,32.1,70.3,43.6,43.1,9,11,1133,42.2,30.2,57.0,15.44,4,Mudah,Beginner,1,Beginner
202300444,29.4,35.0,49.6,20.4,39.0,26.7,33.4,7,13,957,32.2,35.0,32.8,10.26,2,Sulit,Beginner,1,Beginner
202300445,90.1,70.0,87.9,72.2,86.4,81.6,81.4,16,4,859,80.0,80.1,84.0,8.46,2,Mudah,Advanced,0,Intermediate
202300446,97.3,78.4,89.8,73.2,66.8,86.3,82.0,16,4,464,87.8,81.5,76.6,11.27,1,Sulit,Advanced,0,Intermediate
202300447,81.8,89.6,87.3,85.2,79.7,77.4,83.5,17,3,731,85.7,86.2,78.6,4.67,1,Sulit,Advanced,0,Intermediate
202300448,61.1,46.6,58.0,57.3,65.4,64.4,58.8,12,8,848,53.8,57.6,64.9,6.81,1,Sedang,Intermediate,0,Intermediate
202300449,51.1,34.2,36.0,53.5,49.1,52.8,46.1,9,11,1143,42.7,44.8,51.0,8.69,2,Sedang,Beginner,1,Beginner
202300450,20.8,40.3,45.2,36.1,50.3,28.9,36.9,7,13,1308,30.6,40.7,39.6,10.81,4,Sedang,Beginner,1,Beginner
202300451,57.9,63.4,58.2,61.6,69.5,63.8,62.4,12,8,640,60.6,59.9,66.6,4.29,3,Mudah,Intermediate,0,Intermediate
202300452,35.0,73.2,56.0,75.6,68.1,66.1,62.3,12,8,956,54.1,65.8,67.1,15.03,1,Sedang,Intermediate,0,Intermediate
202300453,88.9,80.5,44.2,60.2,74.4,75.5,70.6,14,6,1063,84.7,52.2,75.0,15.98,1,Sedang,Intermediate,0,Intermediate
202300454,88.8,77.8,91.8,74.1,69.1,88.6,81.7,16,4,818,83.3,82.9,78.8,9.29,1,Sulit,Advanced,0,Intermediate
202300455,37.4,39.1,21.2,28.8,42.9,38.8,34.7,7,13,1002,38.2,25.0,40.8,8.1,4,Sedang,Beginner,1,Beginner
202300456,63.7,78.1,60.9,58.0,70.0,46.0,62.8,13,7,1138,70.9,59.4,58.0,10.91,3,Mudah,Intermediate,0,Intermediate
202300457,42.6,26.2,43.6,25.2,44.3,30.4,35.4,7,13,1294,34.4,34.4,37.3,9.08,3,Sedang,Beginner,1,Beginner
202300458,68.6,57.3,54.3,46.2,57.8,46.5,55.1,11,9,1129,63.0,50.2,52.2,8.34,1,Sedang,Intermediate,0,Intermediate
202300459,29.6,38.6,28.8,40.2,47.8,54.1,39.8,8,12,1191,34.1,34.5,51.0,9.95,2,Mudah,Beginner,1,Beginner
202300460,31.7,79.1,54.1,15.5,47.5,38.0,44.3,9,11,1225,55.4,34.8,42.8,21.66,2,Mudah,Beginner,1,Beginner
202300461,38.0,39.2,44.3,42.2,28.8,42.5,39.2,8,12,1451,38.6,43.2,35.6,5.58,1,Sedang,Beginner,1,Beginner
202300462,72.2,73.5,70.8,56.4,48.4,61.9,63.9,13,7,1140,72.8,63.6,55.2,10.09,2,Sulit,Intermediate,0,Intermediate
202300463,70.1,78.3,60.6,44.8,73.0,73.2,66.7,13,7,869,74.2,52.7,73.1,12.21,1,Sedang,Intermediate,0,Intermediate
202300464,74.5,68.1,62.3,68.3,59.9,61.9,65.8,13,7,765,71.3,65.3,60.9,5.47,1,Sulit,Intermediate,0,Intermediate
202300465,73.9,89.3,84.1,88.0,77.9,93.5,84.4,17,3,609,81.6,86.0,85.7,7.38,2,Sedang,Advanced,0,Intermediate
202300466,29.6,36.0,27.9,43.6,28.2,44.3,34.9,7,13,1133,32.8,35.8,36.2,7.58,3,Mudah,Beginner,1,Beginner
202300467,33.1,24.2,66.8,35.4,42.4,41.7,40.6,8,12,1072,28.6,51.1,42.0,14.44,2,Mudah,Beginner,1,Beginner
202300468,87.0,90.7,77.7,82.1,75.7,89.1,83.7,17,3,549,88.8,79.9,82.4,6.19,1,Mudah,Advanced,0,Intermediate
202300469,42.5,57.0,32.8,33.3,45.5,49.1,43.4,9,11,1417,49.8,33.0,47.3,9.35,2,Mudah,Beginner,1,Beginner
202300470,69.5,87.7,91.8,86.4,83.9,70.7,81.7,16,4,454,78.6,89.1,77.3,9.32,2,Sedang,Advanced,0,Intermediate
202300471,31.9,28.7,32.1,44.0,37.6,41.6,36.0,7,13,1307,30.3,38.0,39.6,6.05,3,Sedang,Beginner,1,Beginner
202300472,81.2,92.4,83.4,88.7,73.1,90.7,84.9,17,3,503,86.8,86.1,81.9,7.2,2,Sulit,Advanced,0,Intermediate
202300473,57.8,35.8,27.1,29.9,32.8,31.0,35.7,7,13,1107,46.8,28.5,31.9,11.19,3,Mudah,Beginner,1,Beginner
202300474,92.4,72.9,95.0,88.2,92.6,78.8,86.6,17,3,450,82.6,91.6,85.7,8.85,1,Sedang,Advanced,0,Intermediate
202300475,59.4,72.2,55.6,57.9,53.2,62.3,60.1,12,8,762,65.8,56.8,57.8,6.7,1,Mudah,Intermediate,0,Intermediate
202300476,77.8,85.9,75.1,78.2,74.8,83.3,79.2,16,4,789,81.8,76.6,79.0,4.49,1,Sulit,Advanced,0,Intermediate
202300477,37.8,31.4,58.5,24.5,44.0,38.2,39.1,8,12,1431,34.6,41.5,41.1,11.62,2,Mudah,Beginner,1,Beginner
202300478,62.8,69.7,63.1,68.6,61.0,56.2,63.6,13,7,733,66.2,65.8,58.6,4.99,2,Mudah,Intermediate,0,Intermediate
202300479,93.5,81.8,86.5,99.9,70.6,81.1,85.6,17,3,643,87.6,93.2,75.8,10.27,1,Sulit,Advanced,0,Intermediate
202300480,51.9,62.2,73.5,59.0,77.1,62.9,64.4,13,7,882,57.0,66.2,70.0,9.34,1,Sulit,Intermediate,0,Intermediate
202300481,58.6,51.0,76.5,45.9,38.6,72.6,57.2,11,9,1124,54.8,61.2,55.6,14.99,1,Mudah,Intermediate,0,Intermediate
202300482,52.9,61.5,64.0,51.7,52.3,48.9,55.2,11,9,1058,57.2,57.8,50.6,6.05,4,Sedang,Intermediate,0,Intermediate
202300483,38.1,73.5,56.0,52.3,68.8,65.5,59.0,12,8,908,55.8,54.2,67.2,12.96,1,Sedang,Intermediate,0,Intermediate
202300484,72.3,51.8,64.9,44.0,74.5,62.6,61.7,12,8,1002,62.0,54.4,68.6,11.82,2,Sulit,Intermediate,0,Intermediate
202300485,33.2,70.7,57.4,71.2,68.3,49.3,58.4,12,8,1108,52.0,64.3,58.8,15.05,1,Sedang,Intermediate,0,Intermediate
202300486,83.0,82.2,68.5,81.9,68.5,82.9,77.8,16,4,425,82.6,75.2,75.7,7.24,1,Mudah,Advanced,0,Intermediate
202300487,32.4,33.2,30.5,47.8,26.2,13.1,30.5,6,14,1142,32.8,39.2,19.6,11.24,2,Sedang,Beginner,1,Beginner
202300488,43.7,19.3,15.4,31.3,38.9,53.7,33.7,7,13,1444,31.5,23.4,46.3,14.66,3,Mudah,Beginner,1,Beginner
202300489,76.8,83.2,64.5,92.8,76.8,85.2,79.9,16,4,775,80.0,78.6,81.0,9.61,1,Sedang,Advanced,0,Intermediate
202300490,87.9,90.6,93.1,94.7,71.6,100.0,89.6,18,2,681,89.2,93.9,85.8,9.74,2,Sedang,Advanced,0,Intermediate
202300491,52.5,42.2,61.1,59.7,65.8,37.8,53.2,11,9,918,47.4,60.4,51.8,11.15,1,Sedang,Intermediate,0,Intermediate
202300492,50.9,68.8,65.3,60.9,75.4,53.6,62.5,12,8,809,59.8,63.1,64.5,9.28,1,Sedang,Intermediate,0,Intermediate
202300493,54.3,31.7,25.7,23.8,20.5,34.8,31.8,6,14,1212,43.0,24.8,27.6,12.2,4,Mudah,Beginner,1,Beginner
202300494,15.0,43.8,63.3,33.9,31.8,56.3,40.7,8,12,1293,29.4,48.6,44.0,17.6,2,Mudah,Beginner,1,Beginner
202300495,67.3,82.1,43.3,73.4,71.6,72.1,68.3,14,6,851,74.7,58.4,71.8,13.17,2,Mudah,Intermediate,0,Intermediate
202300496,45.1,22.9,27.0,46.6,28.4,40.4,35.1,7,13,1328,34.0,36.8,34.4,10.19,3,Sedang,Beginner,1,Beginner
202300497,77.2,62.5,57.2,55.7,59.5,67.3,63.2,13,7,1117,69.8,56.4,63.4,7.99,1,Mudah,Intermediate,0,Intermediate
202300498,36.5,23.6,60.7,40.5,28.9,33.9,37.4,7,13,993,30.0,50.6,31.4,12.87,3,Mudah,Beginner,1,Beginner
202300499,89.5,84.4,91.3,81.1,90.2,79.5,86.0,17,3,637,87.0,86.2,84.8,5.04,1,Sulit,Advanced,0,Intermediate
202300500,88.8,77.9,84.6,77.1,87.4,94.1,85.0,17,3,616,83.4,80.8,90.8,6.57,1,Sulit,Advanced,0,Intermediate
