nim,limit_score,turunan_score,aplikasi_turunan_score,integral_tentu_score,teknik_integrasi_score,integral_lipat_score,total_score,jumlah_benar,jumlah_salah,waktu_detik,mudah_score,sedang_score,sulit_score,konsistensi_score,attempt_ke,level_quiz,label_referensi
202300413,39.4,31.2,22.5,26.9,30.0,54.3,34.1,7,13,1333,52.3,29.8,14.9,11.38,2,Mudah,Pemula
202300414,79.0,100.0,95.3,91.4,77.8,68.9,85.4,14,6,928,100.0,87.4,86.1,11.98,1,Sedang,Mahir
202300415,33.4,43.3,44.6,54.1,27.8,64.8,44.7,11,9,1154,69.7,57.0,45.2,13.47,1,Mudah,Pemula
202300416,51.3,41.4,49.8,51.6,50.2,47.9,48.7,10,10,1169,70.9,59.0,43.4,3.81,1,Sedang,Pemula
202300417,45.9,40.3,38.8,59.2,43.2,31.9,43.2,13,7,1293,64.8,54.8,28.6,9.15,4,Mudah,Pemula
202300418,94.2,100.0,94.1,92.8,100.0,78.4,93.2,17,3,915,92.3,84.6,63.3,7.92,2,Sedang,Mahir
202300419,45.1,57.3,38.0,53.6,38.6,13.4,41.0,11,9,1121,58.8,47.5,23.8,15.61,1,Mudah,Pemula
202300420,96.1,92.6,98.2,96.1,94.5,78.5,92.7,19,1,1048,100.0,96.4,75.3,7.19,3,Sedang,Mahir
202300421,72.9,62.1,62.2,46.5,36.0,34.2,52.3,10,10,633,75.9,66.7,39.3,15.78,1,Sulit,Menengah
202300422,66.4,42.1,38.4,26.2,21.9,21.6,36.1,4,16,1157,71.0,28.1,27.6,17.14,2,Mudah,Pemula
202300423,33.8,37.9,38.9,42.0,51.5,49.1,42.2,4,16,1041,50.5,42.1,39.2,6.84,1,Sulit,Pemula
202300424,42.2,41.2,46.6,37.5,40.4,35.7,40.6,9,11,1455,59.3,44.5,26.5,3.81,2,Mudah,Pemula
202300425,78.5,78.4,70.5,42.4,35.7,21.8,54.6,13,7,1077,67.4,54.2,41.5,24.38,2,Sedang,Menengah
202300426,100.0,91.7,84.2,69.3,71.6,85.5,83.7,16,4,924,95.7,92.3,63.4,11.72,3,Sedang,Mahir
202300427,35.0,39.9,76.3,31.6,19.4,31.2,38.9,9,11,1225,73.8,44.0,30.6,19.53,1,Mudah,Pemula
202300428,90.4,67.3,100.0,57.0,70.9,73.4,76.5,18,2,906,91.2,83.6,69.9,15.82,1,Sedang,Mahir
202300429,64.6,40.6,39.3,34.4,50.8,41.3,45.2,9,11,1181,52.0,50.3,29.1,10.91,1,Mudah,Pemula
202300430,96.7,100.0,76.9,59.4,66.7,69.6,78.2,14,6,997,100.0,85.1,78.6,16.61,4,Sedang,Mahir
202300431,91.9,67.6,93.7,64.4,64.0,57.4,73.2,12,8,945,90.0,82.4,76.8,15.58,1,Sedang,Mahir
202300432,93.0,95.9,70.2,75.8,64.4,97.2,82.8,17,3,910,100.0,93.1,66.9,14.35,2,Sulit,Mahir
202300433,64.1,50.2,78.3,39.9,50.0,62.4,57.5,7,13,946,76.1,55.0,54.8,13.56,2,Mudah,Menengah
202300434,90.5,60.6,82.0,88.2,86.4,66.8,79.1,13,7,854,94.7,74.8,62.3,12.39,1,Sulit,Mahir
202300435,57.7,38.2,63.4,59.1,42.0,35.1,49.2,11,9,1209,56.1,55.9,34.9,12.19,1,Mudah,Pemula
202300436,48.4,34.7,43.3,29.2,15.5,45.8,36.2,7,13,1330,39.7,37.0,24.7,12.42,1,Sedang,Pemula
202300437,44.3,22.7,47.5,24.1,16.4,7.6,27.1,7,13,1101,41.0,38.7,15.3,15.72,2,Mudah,Pemula
202300438,49.6,54.3,56.2,64.6,30.7,21.2,46.1,11,9,1281,61.3,45.7,53.7,16.62,4,Mudah,Menengah
202300439,69.9,53.2,63.7,42.5,34.4,41.1,50.8,11,9,1281,80.0,45.0,47.1,13.92,1,Mudah,Menengah
202300440,100.0,47.9,68.9,51.5,82.4,66.1,69.5,8,12,1276,68.1,68.7,50.5,19.49,4,Sedang,Menengah
202300441,64.0,99.5,89.2,92.8,76.2,77.9,83.3,14,6,1058,89.4,87.7,67.9,12.96,1,Mudah,Mahir
202300442,44.6,51.1,47.1,48.3,52.2,29.5,45.5,9,11,1376,54.1,36.3,7.9,8.29,1,Sedang,Pemula
202300443,55.4,86.8,69.7,73.2,60.0,78.2,70.6,13,7,1449,77.2,69.5,64.1,11.59,3,Sulit,Menengah
202300444,56.3,25.4,39.4,49.5,36.5,36.8,40.6,8,12,1197,47.3,47.6,23.7,10.86,3,Mudah,Pemula
202300445,45.0,48.5,46.7,6.9,50.6,26.7,37.4,9,11,1079,68.5,36.5,29.3,17.24,1,Mudah,Pemula
202300446,81.8,82.6,48.2,80.8,21.7,49.8,60.8,10,10,861,73.4,60.5,58.2,25.0,2,Mudah,Menengah
202300447,100.0,70.8,70.3,87.2,86.6,90.2,84.2,19,1,1264,98.9,87.4,65.4,11.6,3,Mudah,Mahir
202300448,53.4,67.5,48.0,51.0,43.9,35.1,49.8,7,13,1480,63.1,56.7,29.5,10.79,3,Sedang,Menengah
202300449,59.3,40.8,26.9,42.0,58.2,26.4,42.3,8,12,1127,55.7,29.3,30.6,14.38,2,Sedang,Pemula
202300450,26.2,78.8,38.9,52.4,62.9,47.8,51.2,7,13,1084,66.7,48.5,37.4,18.37,1,Mudah,Menengah
202300451,69.8,70.9,52.4,46.3,20.5,2.5,43.7,8,12,1206,49.3,38.5,19.3,27.35,1,Mudah,Pemula
202300452,100.0,73.7,77.3,82.8,91.8,68.2,82.3,14,6,1198,95.0,85.9,70.1,11.85,2,Sedang,Mahir
202300453,90.7,100.0,66.7,59.5,62.4,56.9,72.7,14,6,878,81.9,69.2,64.9,18.08,2,Mudah,Menengah
202300454,40.9,31.4,23.6,51.0,29.7,54.9,38.6,7,13,895,66.8,44.5,39.9,12.5,1,Sedang,Pemula
202300455,31.2,64.2,27.6,18.8,46.4,8.0,32.7,10,10,1598,48.4,50.2,14.5,20.06,1,Sulit,Pemula
202300456,38.0,50.4,39.6,27.5,28.3,23.8,34.6,8,12,1330,62.6,32.7,30.1,9.93,1,Mudah,Pemula
202300457,99.1,76.0,87.3,100.0,97.4,70.6,88.4,18,2,1060,94.9,83.4,80.2,12.66,2,Sedang,Mahir
202300458,64.9,62.8,52.0,47.8,56.0,62.5,57.7,15,5,1108,73.8,48.7,46.7,6.85,1,Sulit,Menengah
202300459,97.9,87.2,79.1,67.0,73.6,71.9,79.4,18,2,1076,90.0,78.0,62.7,11.37,1,Sedang,Mahir
202300460,51.8,75.9,81.8,59.1,77.4,81.1,71.2,16,4,844,75.1,72.5,64.3,12.6,1,Sedang,Menengah
202300461,77.9,66.2,54.2,57.2,63.8,60.4,63.3,13,7,1007,68.4,61.9,50.9,8.37,3,Sulit,Menengah
202300462,47.2,62.8,34.3,32.9,55.3,33.4,44.3,10,10,1242,53.8,49.8,19.8,12.81,2,Sedang,Pemula
202300463,88.2,100.0,81.1,73.8,92.4,81.5,86.2,17,3,618,97.9,90.2,72.8,9.32,1,Sedang,Mahir
202300464,26.3,44.0,42.1,38.4,35.9,13.8,33.4,4,16,1251,41.4,47.9,36.5,11.44,1,Sedang,Pemula
202300465,77.4,86.3,63.8,55.4,70.8,66.0,70.0,15,5,1028,87.0,63.6,57.0,10.85,1,Sedang,Menengah
202300466,34.8,78.1,71.2,74.4,66.5,42.9,61.3,13,7,1048,76.5,55.9,50.0,18.0,2,Sedang,Menengah
202300467,82.8,74.3,44.8,73.7,66.5,51.3,65.6,7,13,1030,72.2,56.3,44.6,14.66,2,Sedang,Menengah
202300468,68.3,79.1,66.5,97.1,71.5,76.9,76.6,15,5,865,90.8,74.3,79.6,11.17,2,Sulit,Mahir
202300469,37.6,21.8,27.9,36.5,51.1,38.9,35.6,5,15,1004,53.9,27.2,21.4,10.06,2,Mudah,Pemula
202300470,56.3,53.3,57.3,100.0,77.7,23.3,61.3,12,8,1164,75.1,60.4,57.6,25.75,1,Mudah,Menengah
202300471,83.7,66.1,55.1,84.2,63.8,69.4,70.4,11,9,1054,79.7,75.0,56.0,11.53,1,Mudah,Menengah
202300472,60.7,67.8,55.8,61.3,46.7,53.0,57.6,10,10,936,62.7,68.0,53.4,7.36,1,Mudah,Menengah
202300473,45.9,58.6,42.7,28.5,61.1,10.5,41.2,11,9,1251,50.2,46.6,20.9,19.11,2,Sedang,Pemula
202300474,25.5,24.4,38.1,32.1,38.3,0.0,26.4,9,11,1264,37.6,46.3,13.3,14.23,1,Mudah,Pemula
202300475,60.7,63.7,42.2,59.5,45.5,8.9,46.8,10,10,1194,60.4,36.1,23.2,20.49,2,Sedang,Pemula
202300476,57.1,71.3,48.1,63.2,33.2,28.9,50.3,4,16,910,58.0,29.3,33.6,16.79,1,Sedang,Pemula
202300477,66.8,87.4,68.4,86.6,85.8,74.4,78.2,18,2,1143,86.5,85.0,67.9,9.52,2,Mudah,Menengah
202300478,62.8,54.4,62.9,57.7,53.0,53.0,57.3,9,11,974,65.3,41.9,37.0,4.63,1,Mudah,Menengah
202300479,51.5,91.1,76.3,51.1,48.2,56.5,62.4,10,10,1079,80.9,66.5,60.3,17.32,1,Sedang,Menengah
202300480,76.6,67.3,70.8,71.1,72.6,43.4,67.0,10,10,987,72.6,67.5,40.2,11.93,2,Sedang,Menengah
202300481,49.8,65.4,75.1,46.2,60.0,47.4,57.3,11,9,1045,82.2,64.8,37.2,11.55,1,Sedang,Menengah
202300482,62.0,38.3,45.4,24.2,37.4,33.2,40.1,10,10,1439,53.1,39.5,29.9,12.8,1,Mudah,Pemula
202300483,76.1,61.0,59.7,72.4,71.6,61.0,67.0,15,5,1191,92.2,57.4,51.0,7.19,1,Mudah,Menengah
202300484,64.1,23.3,34.0,48.7,55.0,11.9,39.5,9,11,1447,60.4,38.8,19.8,19.92,2,Mudah,Pemula
202300485,38.0,54.3,62.2,64.9,53.3,54.2,54.5,12,8,1251,72.0,57.2,41.5,9.39,1,Mudah,Pemula
202300486,65.6,46.5,54.6,58.5,53.8,43.0,53.7,10,10,1201,78.3,60.4,58.0,8.15,4,Sulit,Menengah
202300487,98.2,100.0,58.2,76.1,72.4,50.1,75.8,14,6,796,81.3,64.0,61.5,20.34,4,Mudah,Menengah
202300488,59.4,26.8,50.5,16.7,38.4,19.6,35.2,6,14,1236,53.1,26.8,30.9,17.24,3,Mudah,Pemula
202300489,63.5,59.6,72.5,50.0,42.8,68.9,59.5,13,7,1088,74.5,57.0,54.2,11.34,1,Sulit,Menengah
202300490,68.5,73.0,52.4,32.5,64.0,52.5,57.2,12,8,1356,80.3,59.3,45.8,14.69,2,Sedang,Menengah
202300491,70.7,79.1,68.7,43.3,50.8,41.8,59.1,11,9,1024,82.2,68.1,55.4,15.78,1,Sedang,Menengah
202300492,72.1,82.6,79.7,80.6,99.0,73.0,81.2,15,5,1112,87.2,66.1,50.7,9.71,3,Sedang,Menengah
202300493,57.2,77.7,29.8,59.8,77.5,84.7,64.4,11,9,1160,77.3,47.1,57.2,20.15,2,Sulit,Menengah
202300494,45.5,9.9,23.0,47.9,43.0,34.8,34.0,5,15,1453,63.1,41.6,4.2,14.89,1,Mudah,Pemula
202300495,57.2,70.1,73.2,100.0,79.5,86.8,77.8,13,7,1014,82.8,71.1,61.3,14.71,1,Mudah,Mahir
202300496,72.5,56.1,62.3,51.5,55.9,79.9,63.0,11,9,1262,86.7,66.4,49.8,11.01,3,Sulit,Menengah
202300497,69.8,34.6,72.6,58.2,34.6,39.6,51.6,14,6,906,66.3,48.2,34.3,17.54,3,Sulit,Menengah
202300498,61.2,55.5,43.1,39.5,34.8,54.5,48.1,9,11,896,63.1,50.6,41.7,10.42,2,Sulit,Menengah
202300499,11.3,18.5,37.5,20.1,12.9,14.4,19.1,4,16,885,51.1,42.7,37.9,9.61,2,Mudah,Pemula
202300500,83.4,46.0,38.9,67.0,67.2,54.3,59.5,13,7,1200,75.0,87.4,66.6,16.25,3,Sulit,Menengah
202300501,100.0,74.8,77.6,67.5,44.8,61.1,71.0,16,4,1128,97.8,85.1,63.1,18.42,3,Mudah,Menengah
202300502,73.9,78.0,70.2,77.8,62.4,69.4,72.0,16,4,1163,87.8,81.0,64.8,5.92,3,Sedang,Mahir
202300503,82.6,98.4,78.1,100.0,82.6,73.5,85.9,19,1,850,100.0,92.7,69.2,10.88,1,Sulit,Mahir
202300504,57.1,68.9,86.9,47.3,61.8,53.7,62.6,15,5,1023,85.3,52.2,57.4,13.96,2,Mudah,Menengah
202300505,54.8,81.2,73.8,62.3,52.7,58.9,64.0,14,6,1108,72.1,54.2,48.3,11.25,3,Mudah,Menengah
202300506,89.7,100.0,83.1,69.0,74.0,72.7,81.4,14,6,1220,97.6,67.6,59.4,11.85,1,Sedang,Mahir
202300507,63.8,64.8,32.5,48.9,61.2,6.3,46.2,9,11,1528,46.6,52.5,24.2,23.1,1,Sulit,Pemula
202300508,83.5,90.9,93.6,88.3,90.5,68.5,85.9,17,3,1125,95.2,94.2,74.6,9.16,1,Mudah,Mahir
202300509,76.7,72.9,56.7,70.2,46.8,36.0,59.9,11,9,1189,90.0,63.3,55.3,16.19,1,Sulit,Menengah
202300510,32.7,43.5,13.2,16.8,19.9,19.4,24.2,5,15,1532,48.9,31.2,10.3,11.51,3,Mudah,Pemula
202300511,49.8,35.4,0.0,26.1,19.7,30.5,26.9,4,16,1283,41.6,18.3,6.9,16.65,1,Sedang,Pemula
202300512,95.3,84.6,79.6,99.8,74.5,77.3,85.2,18,2,919,96.6,84.7,88.2,10.24,2,Mudah,Mahir
202300513,47.5,35.6,44.9,56.9,21.9,21.2,38.0,6,14,1250,51.8,50.6,20.6,14.44,1,Sulit,Pemula
202300514,37.1,22.1,71.0,43.2,37.7,29.1,40.0,9,11,1128,50.6,36.7,22.8,16.88,3,Mudah,Pemula
202300515,31.3,43.8,42.3,33.9,20.2,32.8,34.0,7,13,1231,51.5,36.1,19.3,8.53,3,Sedang,Pemula
202300516,39.6,45.9,36.9,57.0,29.5,19.7,38.1,7,13,1047,62.7,33.3,34.8,12.92,2,Mudah,Pemula
202300517,38.2,36.8,22.1,75.8,32.0,42.8,41.3,9,11,1416,49.5,50.9,14.4,18.32,2,Sulit,Pemula
202300518,54.7,60.7,65.6,57.5,56.2,63.7,59.7,8,12,1232,67.3,58.6,43.6,4.33,1,Sulit,Menengah
202300519,64.6,35.6,27.4,63.5,23.1,47.5,43.6,8,12,1437,64.8,36.3,25.3,17.88,3,Mudah,Pemula
202300520,100.0,100.0,100.0,81.2,77.8,73.6,88.8,17,3,693,97.9,84.4,74.7,12.54,2,Mudah,Mahir
202300521,100.0,94.9,95.6,90.3,90.5,90.5,93.6,18,2,1291,100.0,76.5,82.2,3.92,1,Sedang,Mahir
202300522,27.7,37.4,57.9,54.0,45.8,28.8,41.9,10,10,967,60.7,45.9,27.2,12.74,4,Sedang,Pemula
202300523,55.8,65.2,45.9,53.1,73.6,46.0,56.6,10,10,1016,51.7,50.1,38.9,10.98,1,Sulit,Pemula
202300524,58.7,64.3,81.1,57.1,86.2,59.7,67.8,12,8,981,84.4,66.3,68.4,12.57,2,Sedang,Menengah
202300525,39.4,35.6,44.1,29.1,50.5,29.4,38.0,6,14,1443,48.2,49.7,28.2,8.42,1,Sedang,Pemula
202300526,38.2,63.6,25.0,53.2,77.4,6.5,44.0,9,11,1270,62.3,44.7,35.2,26.02,2,Sedang,Pemula
202300527,59.2,75.7,100.0,98.8,94.6,74.2,83.7,15,5,947,98.1,93.0,77.3,16.53,1,Sedang,Mahir
202300528,88.4,76.0,76.6,100.0,72.7,62.7,79.4,16,4,908,100.0,75.0,66.3,13.03,1,Mudah,Mahir
202300529,100.0,98.3,99.5,100.0,92.5,74.8,94.2,15,5,760,100.0,100.0,79.8,9.91,2,Mudah,Mahir
202300530,40.3,47.5,1.2,29.5,19.3,37.3,29.2,5,15,1498,38.1,26.6,24.0,16.77,4,Mudah,Pemula
202300531,67.7,63.7,73.1,46.9,55.4,37.3,57.4,11,9,1278,60.1,51.9,41.3,13.49,1,Sedang,Menengah
202300532,96.6,61.0,85.9,89.0,59.3,52.0,74.0,15,5,1291,80.3,63.6,52.1,18.69,2,Mudah,Menengah
202300533,51.1,50.8,49.0,59.0,47.9,25.2,47.2,9,11,1288,52.6,44.4,23.2,11.45,2,Sedang,Pemula
202300534,74.5,71.2,81.3,64.3,52.5,49.1,65.5,11,9,645,96.9,59.9,66.9,12.67,3,Mudah,Menengah
202300535,15.9,58.7,42.6,22.7,28.1,43.1,35.2,5,15,1072,52.0,40.2,28.5,15.8,1,Sedang,Pemula
202300536,53.1,31.8,29.1,38.2,37.1,46.8,39.3,8,12,1382,51.5,18.6,9.2,9.09,2,Mudah,Pemula
202300537,66.4,40.9,64.3,55.5,54.7,39.4,53.5,10,10,1071,73.8,62.7,34.6,11.37,4,Sedang,Menengah
202300538,36.0,50.1,27.3,40.0,2.2,19.3,29.1,8,12,1166,53.6,31.3,19.2,16.91,1,Mudah,Pemula
202300539,50.0,67.3,40.8,53.1,15.1,18.8,40.8,9,11,1080,54.4,37.9,27.5,20.41,1,Mudah,Pemula
202300540,85.6,100.0,100.0,95.8,68.7,99.0,91.5,15,5,1119,100.0,92.9,76.2,12.44,3,Mudah,Mahir
202300541,82.3,100.0,92.1,96.2,58.0,74.6,83.9,14,6,1085,97.1,97.3,70.5,15.73,1,Sedang,Mahir
202300542,90.2,54.9,57.4,39.3,62.7,64.8,61.6,13,7,1189,72.8,57.6,49.4,16.67,1,Sedang,Menengah
202300543,65.3,96.2,69.3,76.9,67.9,53.6,71.5,12,8,930,100.0,77.0,73.2,14.25,1,Mudah,Mahir
202300544,100.0,75.2,63.1,90.1,96.1,62.7,81.2,12,8,1016,97.5,80.2,75.7,16.5,3,Sedang,Mahir
202300545,34.1,46.1,45.0,25.7,44.6,32.5,38.0,6,14,1045,51.3,33.9,27.1,8.43,4,Sedang,Pemula
202300546,61.6,43.4,45.2,60.5,58.2,47.4,52.7,10,10,1128,55.5,53.5,47.2,8.26,2,Sedang,Menengah
202300547,69.4,25.0,41.2,18.4,42.0,5.9,33.7,6,14,865,56.2,44.1,24.6,22.28,2,Sedang,Pemula
202300548,47.4,28.3,49.7,29.7,35.2,22.7,35.5,8,12,1016,53.3,35.3,24.6,10.89,1,Mudah,Pemula
202300549,71.2,83.9,65.9,74.8,72.3,76.1,74.0,17,3,1080,76.0,77.1,42.9,5.99,1,Sedang,Menengah
202300550,56.3,89.0,85.2,96.4,77.6,60.7,77.5,14,6,1438,85.2,76.5,64.2,16.0,1,Sulit,Menengah
202300551,68.9,62.4,53.2,53.3,57.3,74.0,61.5,13,7,837,73.0,55.3,55.9,8.55,1,Sulit,Menengah
202300552,46.1,16.0,37.1,45.1,45.0,33.9,37.2,8,12,1071,50.1,35.7,29.0,11.51,1,Mudah,Pemula
202300553,36.8,23.7,11.0,30.4,0.0,6.5,18.1,1,19,1382,42.1,19.7,7.6,14.46,2,Sedang,Pemula
202300554,78.8,79.6,91.0,83.2,68.8,59.8,76.9,14,6,1311,96.4,84.1,59.8,11.02,1,Mudah,Mahir
202300555,36.0,51.5,26.7,36.9,28.9,38.7,36.4,7,13,1303,50.8,26.7,15.0,8.76,1,Sedang,Pemula
202300556,39.7,60.1,51.0,34.9,43.2,25.0,42.3,9,11,1401,54.9,25.8,14.0,12.28,1,Mudah,Pemula
202300557,36.8,68.2,37.5,68.5,62.0,36.2,51.5,11,9,1147,63.2,45.5,36.4,16.27,1,Mudah,Pemula
202300558,58.8,57.5,46.4,65.4,35.4,79.0,57.1,14,6,1046,73.0,66.8,49.2,15.08,1,Sedang,Menengah
202300559,89.0,31.4,62.8,48.1,95.6,48.6,62.6,13,7,1088,85.9,79.4,50.9,25.16,1,Sulit,Menengah
202300560,65.4,48.1,77.4,65.1,38.3,74.2,61.4,9,11,1014,69.2,73.0,43.5,15.23,1,Mudah,Menengah
202300561,48.0,60.1,47.4,52.7,16.6,25.1,41.6,7,13,1374,55.7,44.0,8.6,16.95,2,Sedang,Pemula
202300562,40.0,41.5,30.3,41.7,46.8,22.3,37.1,9,11,1006,44.1,38.8,0.4,9.04,3,Sedang,Pemula
202300563,94.7,72.2,86.7,97.8,75.0,88.8,85.9,19,1,1144,90.9,88.6,70.1,10.34,3,Sulit,Mahir
202300564,81.7,98.6,70.1,63.6,40.2,62.2,69.4,12,8,1066,75.2,65.3,77.6,19.71,3,Sedang,Menengah
202300565,73.3,70.3,93.4,41.3,55.7,47.3,63.6,14,6,1171,62.0,36.2,46.9,19.25,2,Mudah,Menengah
202300566,53.3,53.5,54.2,52.9,49.3,9.3,45.4,9,11,931,74.6,54.0,29.9,17.78,3,Mudah,Menengah
202300567,47.7,60.9,54.4,16.6,72.0,53.5,50.8,11,9,984,73.0,52.7,48.7,18.71,2,Sedang,Menengah
202300568,58.9,40.1,57.6,42.2,27.4,0.0,37.7,5,15,1451,58.0,39.6,12.9,21.9,2,Mudah,Pemula
202300569,35.9,47.5,22.2,24.0,36.1,37.6,33.9,6,14,1197,72.9,45.7,19.9,9.41,1,Sulit,Pemula
202300570,63.5,97.7,70.8,51.6,67.5,59.9,68.5,14,6,1149,82.3,67.6,45.5,15.77,1,Sulit,Menengah
202300571,43.9,51.0,57.1,48.5,56.1,37.8,49.1,10,10,1135,46.7,43.9,18.1,7.37,1,Sulit,Pemula
202300572,95.2,96.7,81.3,96.9,50.1,58.0,79.7,12,8,966,98.3,93.9,74.8,20.86,1,Mudah,Mahir
202300573,90.5,90.2,37.9,81.8,52.9,37.8,65.2,13,7,865,83.2,70.5,59.0,25.25,3,Sedang,Menengah
202300574,63.3,48.2,63.3,42.4,56.0,47.3,53.4,8,12,1131,74.3,61.0,56.7,8.81,1,Sedang,Menengah
202300575,88.9,94.7,100.0,92.1,70.8,79.6,87.7,17,3,1032,98.5,88.6,73.5,10.7,2,Mudah,Mahir
202300576,61.9,69.0,72.1,65.5,61.3,33.4,60.5,15,5,1163,84.5,60.5,52.9,13.92,3,Mudah,Menengah
202300577,79.8,42.0,62.1,68.6,73.2,64.7,65.1,14,6,874,100.0,78.8,60.5,12.94,2,Mudah,Mahir
202300578,81.6,47.2,67.2,63.1,61.6,58.4,63.2,13,7,1042,71.3,85.5,45.8,11.28,1,Mudah,Menengah
202300579,86.8,72.1,73.2,92.5,82.6,58.9,77.7,16,4,1084,92.6,84.8,61.1,12.09,1,Sulit,Mahir
202300580,69.0,48.9,45.5,7.3,43.2,26.9,40.1,11,9,1226,51.2,43.2,27.6,20.98,1,Sulit,Pemula
202300581,100.0,78.4,93.5,72.0,64.0,74.7,80.4,15,5,1023,89.4,66.9,57.5,13.65,4,Mudah,Menengah
202300582,46.9,56.6,57.0,32.5,37.1,42.7,45.5,10,10,1514,69.2,55.4,20.3,10.05,2,Sedang,Menengah
202300583,44.8,54.3,33.3,31.5,15.7,0.0,29.9,6,14,1167,60.3,35.4,10.2,19.63,2,Mudah,Pemula
202300584,30.2,21.8,15.3,20.1,25.1,20.3,22.1,4,16,1482,42.9,37.1,3.9,5.06,2,Mudah,Pemula
202300585,72.1,84.4,78.2,73.0,53.7,58.3,70.0,13,7,828,92.7,82.7,80.8,11.75,2,Mudah,Mahir
202300586,57.5,62.1,69.9,91.5,59.4,49.3,65.0,15,5,1235,79.0,68.7,45.4,14.62,2,Sedang,Menengah
202300587,24.1,22.0,20.0,21.9,19.3,24.1,21.9,3,17,1436,39.4,38.4,14.6,2.0,1,Sedang,Pemula
202300588,38.1,43.4,36.2,43.4,43.6,43.7,41.4,7,13,1219,46.3,35.1,22.0,3.35,1,Sulit,Pemula
202300589,45.5,24.6,39.8,63.0,39.5,24.4,39.5,6,14,1101,45.5,33.2,8.8,14.41,1,Sulit,Pemula
202300590,53.0,82.1,37.5,43.1,69.7,52.6,56.3,10,10,841,55.5,63.5,45.0,16.72,2,Mudah,Pemula
202300591,100.0,80.2,84.0,100.0,73.7,61.6,83.2,19,1,849,100.0,85.7,83.9,15.04,3,Sedang,Mahir
202300592,50.2,92.4,51.8,58.2,42.9,56.2,58.6,14,6,1221,73.4,55.5,49.3,17.39,2,Mudah,Menengah
202300593,83.9,44.3,52.0,65.3,24.3,22.8,48.8,13,7,1102,59.1,37.1,22.3,23.71,2,Mudah,Pemula
202300594,50.7,76.1,70.9,65.0,40.2,65.3,61.4,6,14,1178,70.1,43.9,33.8,13.4,4,Sedang,Menengah
202300595,32.4,32.9,21.3,28.5,36.5,8.3,26.6,6,14,1103,33.1,32.4,10.2,10.37,1,Mudah,Pemula
202300596,27.8,43.6,38.4,34.3,50.8,27.7,37.1,8,12,1227,51.6,32.4,18.6,9.1,1,Mudah,Pemula
202300597,93.2,52.1,50.6,45.6,33.6,68.7,57.3,10,10,974,58.5,53.7,46.7,20.93,3,Mudah,Menengah
202300598,81.3,64.0,47.4,67.0,58.3,51.5,61.6,16,4,1112,69.2,61.0,56.9,12.15,3,Mudah,Menengah
202300599,72.7,72.6,71.9,83.7,74.9,56.2,72.0,14,6,969,92.8,75.3,67.7,8.9,2,Sulit,Mahir
202300600,49.4,52.9,59.5,53.3,62.3,73.6,58.5,14,6,958,70.9,56.0,48.5,8.77,1,Mudah,Menengah
